32.61281157	-283430	279	342.4	0.258
32.93694687	-282392	279	341.3	0.258
33.31230497	-281574	283	340.4	0.262
33.71843648	-281676	278	340.5	0.257
34.16900468	-283334	283	342.3	0.262
34.56946898	-282748	282	341.7	0.261
34.92883945	-281906	280	340.7	0.259
35.34455037	-281464	279	340.2	0.258
35.67252398	-282122	284	341.0	0.263
35.99853492	-283316	282	342.3	0.261
36.40056229	-292618	280	352.8	0.259
36.80433321	-303904	279	365.4	0.258
37.23504615	-317062	284	380.2	0.263
37.63503218	-330224	282	395.0	0.261
37.95962977	-338642	285	404.5	0.264
38.36545968	-345636	285	412.3	0.264
38.78540611	-360806	287	429.4	0.266
39.18774557	-371396	285	441.3	0.264
39.60620213	-386338	286	458.0	0.265
40.03204036	-393740	283	466.4	0.262
40.43421316	-406074	289	480.2	0.268
40.91636848	-424380	285	500.8	0.264
41.33244944	-427650	292	504.4	0.271
41.658427	-428452	288	505.3	0.267
42.06248784	-429682	285	506.7	0.264
42.42140484	-435544	288	513.3	0.267
42.83918595	-441766	290	520.3	0.269
43.25537467	-448252	291	527.6	0.270
43.67255616	-459350	288	540.0	0.267
44.01540256	-468748	292	550.6	0.271
44.41902661	-473242	285	555.7	0.264
44.82283592	-476956	290	559.8	0.269
45.2552309	-485922	290	569.9	0.269
45.62741399	-493140	294	578.0	0.273
45.95337129	-495278	290	580.4	0.269
46.35738492	-495904	294	581.1	0.273
46.69872808	-498210	292	583.7	0.271
47.07432771	-501572	296	587.5	0.275
47.51232696	-509582	291	596.5	0.270
47.83600163	-511544	291	598.7	0.270
48.25639367	-517974	292	605.9	0.271
48.68751025	-520956	295	609.2	0.274
49.07581949	-528114	291	617.3	0.270
49.54215837	-533676	295	623.5	0.274
49.94718456	-538658	297	629.1	0.276
50.39564061	-540812	294	631.6	0.273
50.81505275	-550538	296	642.5	0.275
51.21732283	-556256	297	648.9	0.276
51.63305497	-557386	296	650.2	0.275
52.02097321	-565020	300	658.7	0.280
52.39364576	-567270	296	661.3	0.275
52.79855227	-573028	300	667.7	0.280
53.21692705	-575282	295	670.3	0.274
53.63465905	-581888	299	677.7	0.279
53.97628427	-582506	299	678.4	0.279
54.36697125	-584324	301	680.4	0.281
54.86312103	-589230	300	685.9	0.280
55.28100061	-595612	297	693.1	0.276
55.72982407	-598334	303	696.2	0.283
56.08664036	-599772	299	697.8	0.279
56.4582479	-602662	302	701.0	0.282
56.87838745	-607328	301	706.3	0.281
57.29309845	-609674	304	708.9	0.284
57.69591522	-613728	298	713.5	0.277
58.0369668	-614594	301	714.4	0.281
58.46878576	-619056	301	719.4	0.281
58.88654566	-619862	302	720.3	0.282
